,fall_term,student_type,student_status,gender,ethnicity,race,attending_germantown,attending_rockville,attending_takoma_park_ss,attend_day_or_evening,mc_program_description,age_group,hs_category,city_in_md,state,zip,county_in_md,mcps_high_school
0,2015,Continuing,Full-Time,Female,Not Hispanic,White,Yes,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),25 - 29,Foreign Country,Bethesda,MD,20816,Montgomery,
1,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Evening Only,Building Trades Technology (AA & AAS),21 - 24,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
2,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day & Evening,Computer Gaming & Simulation (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Quince Orchard Sr High School
3,2015,New,Full-Time,Male,Not Hispanic,Asian,No,Yes,No,Day Only,"Graphic Design (AA, AAS, & AFA - All Tracks)",20 or Younger,MCPS,North Potomac,MD,20878,Montgomery,Thomas Sprigg Wootton High Sch
4,2015,New,Full-Time,Female,Hispanic,White,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Montgomery Blair High School
5,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
6,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
7,2015,New,Full-Time,Male,Hispanic,Black,No,No,Yes,Day Only,Engineering Science (AA & AS - All Tracks),20 or Younger,Mont.County Other,Silver Spring,MD,20903,Montgomery,
8,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,Education / Teacher Education (AA & AAT),21 - 24,Foreign Country,Silver Spring,MD,20901,Montgomery,
9,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Business / International Business (AA),25 - 29,Other State,Rockville,MD,20851,Montgomery,
10,2015,New,Part-Time,Male,Hispanic,White,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,Bethesda Chevy Chase High Schl
11,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Computer Science & Technologies (AA - All Tracks),21 - 24,MCPS,Darnestown,MD,20878,Montgomery,Winston Churchill High School
12,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Criminal Justice (AA & AAS),21 - 24,Other State,Olney,MD,20832,Montgomery,
13,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20910,Montgomery,Montgomery Blair High School
14,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Rockville,MD,20850,Montgomery,Rockville High School
15,2015,Continuing,Full-Time,Male,Hispanic,Hispanic,No,Yes,Yes,Day Only,Business / International Business (AA),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Northwood High School
16,2015,Continuing,Full-Time,Female,Not Hispanic,Pacific Islander,Yes,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Sherwood High School
17,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,No,Yes,No Specific Time[online],Diagnostic Medical Sonography (AA & AAS),21 - 24,Other Maryland,Prince Frederick,MD,20678,Calvert,
18,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Derwood,MD,20855,Montgomery,Colonel Zadok Magruder HS
19,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Derwood,MD,20855,Montgomery,Colonel Zadok Magruder HS
20,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day & Evening,Criminal Justice (AA & AAS),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
21,2015,New,Full-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),20 or Younger,MCPS,Rockville,MD,20852,Montgomery,Walter Johnson High School
22,2015,Continuing,Full-Time,Male,Not Hispanic,Black,No,Yes,Yes,Day & Evening,Engineering Science (AA & AS - All Tracks),30 or Older,Foreign Country,Silver Spring,MD,20903,Montgomery,
23,2015,New,Full-Time,Male,Not Hispanic,Asian,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
24,2015,New,Full-Time,Male,Hispanic,White,No,Yes,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Rockville,MD,20851,Montgomery,Richard Montgomery High School
25,2015,Continuing,Part-Time,Male,Hispanic,Multi-Race,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Potomac,MD,20854,Montgomery,Winston Churchill High School
26,2015,New,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,Criminal Justice (AA & AAS),20 or Younger,Other State,Washington,DC,20020,Other,
27,2015,Continuing,Full-Time,Female,Hispanic,White,Yes,No,No,Day Only,Education / Teacher Education (AA & AAT),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Seneca Valley High School
28,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,No Specific Time[online],General Studies (AA - All Tracks),21 - 24,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
29,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,No,Yes,No,Evening Only,General Studies (AA - All Tracks),30 or Older,Other State,Rockville,MD,20852,Montgomery,
30,2015,Continuing,Part-Time,Male,Not Hispanic,Black,Yes,No,No,No Specific Time[online],Engineering Science (AA & AS - All Tracks),21 - 24,Other State,Bethesda,MD,20814,Montgomery,
31,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,Yes,No,No,Day Only,General Studies (AA - All Tracks),30 or Older,MCPS,Gaithersburg,MD,20879,Montgomery,Wheaton High School
32,2015,Transfer no degree,Full-Time,Male,Not Hispanic,Asian,No,Yes,Yes,No Specific Time[online],Health Sciences (Pre-Clinical Studies),20 or Younger,Other State,Gaithersburg,MD,20877,Montgomery,
33,2015,New,Full-Time,Female,Hispanic,White,Yes,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Montgomery Village,MD,20886,Montgomery,Bethesda Chevy Chase High Schl
34,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Business / International Business (AA),25 - 29,GED,Silver Spring,MD,20915,Montgomery,
35,2015,Continuing,Part-Time,Female,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Gaithersburg,MD,20879,Montgomery,Gaithersburg High School
36,2015,Continuing,Part-Time,Female,Hispanic,White,No,Yes,No,Evening Only,Credit (Undeclared / Undecided),21 - 24,MCPS,Rockville,MD,20851,Montgomery,Rockville High School
37,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20879,Montgomery,Colonel Zadok Magruder HS
38,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Day & Evening,Credit (Undeclared / Undecided),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Damascus High School
39,2015,Continuing,Part-Time,Male,Unknown,Asian,Yes,No,Yes,No Specific Time[online],General Studies (AA - All Tracks),25 - 29,MCPS,Silver Spring,MD,20904,Montgomery,Springbrook Sr High School
40,2015,Continuing,Part-Time,Male,Hispanic,Multi-Race,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Gaithersburg High School
41,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,No,Yes,No,Day Only,Science (AS - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,Paint Branch High School
42,2015,HS Student,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,Home-Schooled,Montgomery Village,MD,20886,Montgomery,
43,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,Yes,Evening Only,Computer Science & Technologies (AA - All Tracks),30 or Older,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
44,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,No,Yes,Day Only,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Silver Spring,MD,20902,Montgomery,
45,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,No,Yes,Day Only,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Silver Spring,MD,20902,Montgomery,
46,2015,HS Student,Part-Time,Female,Not Hispanic,Black,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Gaithersburg,MD,20879,Montgomery,
47,2015,Transfer no degree,Full-Time,Female,Not Hispanic,White,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,Other State,Columbia,MO,65203,Other,
48,2015,New,Full-Time,Male,Hispanic,White,Yes,Yes,No,Day & Evening,Accounting (AA & AAS),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Quince Orchard Sr High School
49,2015,New,Full-Time,Female,Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Rockville,MD,20853,Montgomery,Albert Einstein HS & MC Art Cn
50,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,Yes,Day Only,Arts & Sciences Transfer (AA - All Tracks),21 - 24,MCPS,Takoma Park,MD,20912,Montgomery,Northwood High School
51,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,Yes,No,Day Only,Accounting (AA & AAS),30 or Older,Foreign Country,Silver Spring,MD,20902,Montgomery,
52,2015,HS Student,Part-Time,Female,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Gaithersburg,MD,20882,Montgomery,
53,2015,HS Student,Part-Time,Female,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Gaithersburg,MD,20882,Montgomery,
54,2015,HS Student,Part-Time,Female,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Gaithersburg,MD,20882,Montgomery,
55,2015,New,Part-Time,Male,Hispanic,White,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Wheaton High School
56,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Derwood,MD,20855,Montgomery,Colonel Zadok Magruder HS
57,2015,New,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day & Evening,Building Trades Technology (CT),30 or Older,Foreign Country,Bethesda,MD,20817,Montgomery,
58,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,No,No,Yes,Day & Evening,Science (AS - All Tracks),21 - 24,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
59,2015,Continuing,Full-Time,Female,Hispanic,White,Yes,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Derwood,MD,20855,Montgomery,Richard Montgomery High School
60,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,No,Yes,Day Only,Arts & Sciences Transfer (AA - All Tracks),25 - 29,MCPS,Silver Spring,MD,20910,Montgomery,Montgomery Blair High School
61,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,Evening Only,Engineering Science (AA & AS - All Tracks),30 or Older,Foreign Country,Kensington,MD,20895,Montgomery,
62,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),25 - 29,Other State,Poolesville,MD,20837,Montgomery,
63,2015,Continuing,Full-Time,Male,Hispanic,Native American,Yes,Yes,No,Day & Evening,Business / International Business (AA),20 or Younger,MCPS,Montgomery Village,MD,20886,Montgomery,Colonel Zadok Magruder HS
64,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,Other Maryland,Gaithersburg,MD,20877,Montgomery,
65,2015,Transfer no degree,Part-Time,Female,Hispanic,White,No,No,Yes,No Specific Time[online],Education / Teacher Education (AA & AAT),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Seneca Valley High School
66,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,Yes,No,Yes,No Specific Time[online],"Graphic Design (AA, AAS, & AFA - All Tracks)",21 - 24,Other State,Clarksburg,MD,20871,Montgomery,
67,2015,New,Part-Time,Female,Hispanic,Multi-Race,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20902,Montgomery,Albert Einstein HS & MC Art Cn
68,2015,Continuing,Part-Time,Male,Not Hispanic,Black,Yes,No,No,Day & Evening,Science (AS - All Tracks),21 - 24,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
69,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,No,Yes,No,Day Only,Education / Teacher Education (AA & AAT),25 - 29,MCPS,Silver Spring,MD,20904,Montgomery,Springbrook Sr High School
70,2015,New,Full-Time,Male,Hispanic,Pacific Islander,Yes,Yes,No,Day Only,"Graphic Design (AA, AAS, & AFA - All Tracks)",20 or Younger,MCPS,Derwood,MD,20855,Montgomery,Colonel Zadok Magruder HS
71,2015,Continuing,Full-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Northwood High School
72,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20910,Montgomery,Montgomery Blair High School
73,2015,Continuing,Full-Time,Female,Not Hispanic,Multi-Race,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Potomac,MD,20854,Montgomery,Watkins Mill High School
74,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,Yes,No,No,Evening Only,Business / International Business (AA),30 or Older,Other Maryland,Montgomery Village,MD,20886,Montgomery,
75,2015,Transfer no degree,Part-Time,Male,Not Hispanic,Asian,Yes,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,James Hubert Blake High School
76,2015,New,Part-Time,Male,Unknown,White,No,No,Yes,Day Only,Photography (AA & AAS),21 - 24,Foreign Country,Rockville,MD,20850,Montgomery,
77,2015,HS Student,Part-Time,Male,Not Hispanic,Asian,Yes,No,No,No Specific Time[online],Computer Science - Computer Programming (CT),20 or Younger,MCPS,Potomac,MD,20854,Montgomery,Walt Whitman High School
78,2015,Continuing,Part-Time,Female,Unknown,White,Yes,No,No,Evening Only,School of Art & Design - Applicants,21 - 24,Other State,Gaithersburg,MD,20879,Montgomery,
79,2015,Continuing,Full-Time,Male,Hispanic,White,Yes,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20784,Prince George's,Northwest HS - Germantown
80,2015,New,Part-Time,Male,Unknown,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),30 or Older,Foreign Country,North Potomac,MD,20878,Montgomery,
81,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,Yes,Yes,No,Day Only,Credit (Undeclared / Undecided),20 or Younger,MCPS,Gaithersburg,MD,20878,Montgomery,Thomas Sprigg Wootton High Sch
82,2015,Continuing,Full-Time,Male,Not Hispanic,Asian,No,Yes,No,Day Only,Criminal Justice (AA & AAS),20 or Younger,MCPS,Silver Spring,MD,20903,Montgomery,Springbrook Sr High School
83,2015,New,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Early Childhood Education (AA & AAS),20 or Younger,MCPS,Gaithersburg,MD,20878,Montgomery,Quince Orchard Sr High School
84,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,Yes,No,Day Only,Engineering Science (AA & AS - All Tracks),21 - 24,Home-Schooled,Gaithersburg,MD,20879,Montgomery,
85,2015,New,Part-Time,Female,Not Hispanic,Asian,No,No,Yes,Day & Evening,General Studies (AA - All Tracks),20 or Younger,Other Maryland,Hyattsville,MD,20783,Prince George's,
86,2015,New,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Communication Studies (AA),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,John F. Kennedy High School
87,2015,Transfer with degree,Part-Time,Male,Not Hispanic,White,No,No,Yes,Day Only,Education / Teacher Education (AA & AAT),30 or Older,MCPS,Silver Spring,MD,20910,Montgomery,Montgomery Blair High School
88,2015,Continuing,Full-Time,Female,Hispanic,White,No,Yes,No,Day & Evening,Business / International Business (AA),20 or Younger,MCPS,Montgomery Village,MD,20886,Montgomery,Winston Churchill High School
89,2015,New,Full-Time,Male,Not Hispanic,White,No,No,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,Other Maryland,Bowie,MD,20720,Prince George's,
90,2015,New,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,Science (AS - All Tracks),20 or Younger,Other Maryland,Bowie,MD,20721,Prince George's,
91,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,No Specific Time[online],Accounting (AA & AAS),30 or Older,Foreign Country,Rockville,MD,20853,Montgomery,
92,2015,Continuing,Full-Time,Female,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),30 or Older,MCPS,Gaithersburg,MD,20878,Montgomery,Winston Churchill High School
93,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,No,Yes,Day & Evening,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20902,Montgomery,Montgomery Blair High School
94,2015,Continuing,Full-Time,Male,Hispanic,White,No,Yes,No,Day & Evening,Arts & Sciences Transfer (AA - All Tracks),30 or Older,Other State,Germantown,MD,20876,Montgomery,
95,2015,Transfer no degree,Full-Time,Male,Not Hispanic,Black,No,Yes,Yes,Day & Evening,Business / International Business (AA),20 or Younger,Other Maryland,Clinton,MD,20735,Prince George's,
96,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Commun & Broadcasting Tech (CT),20 or Younger,MCPS,Gaithersburg,MD,20879,Montgomery,Gaithersburg High School
97,2015,Continuing,Full-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Other State,Harpers Ferry,WV,25425,Other,
98,2015,Continuing,Full-Time,Female,Hispanic,Native American,No,Yes,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Gaithersburg,MD,20877,Montgomery,Colonel Zadok Magruder HS
99,2015,New,Full-Time,Female,Not Hispanic,Asian,No,Yes,No,Day Only,Education / Teacher Education (AA & AAT),20 or Younger,MCPS,Rockville,MD,20853,Montgomery,Albert Einstein HS & MC Art Cn
100,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),20 or Younger,MCPS,Olney,MD,20832,Montgomery,Sherwood High School
101,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,No,Yes,Yes,Day Only,Computer Science & Technologies (AA - All Tracks),25 - 29,Foreign Country,Silver Spring,MD,20910,Montgomery,
102,2015,Continuing,Full-Time,Male,Not Hispanic,White,No,Yes,No,Day & Evening,Engineering Science (AA & AS - All Tracks),25 - 29,MCPS,Chevy Chase,MD,20815,Montgomery,Walter Johnson High School
103,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day & Evening,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Silver Spring,MD,20901,Montgomery,
104,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,Yes,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20906,Montgomery,Rockville High School
105,2015,Continuing,Part-Time,Male,Not Hispanic,Black,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Wheaton High School
106,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Evening Only,Management of Construction (CT),30 or Older,Foreign Country,Rockville,MD,20850,Montgomery,
107,2015,Continuing,Part-Time,Female,Not Hispanic,Black,Yes,Yes,No,Evening Only,Commun & Broadcasting Tech (AA & AAS - All Tracks),25 - 29,MCPS,Potomac,MD,20854,Montgomery,Winston Churchill High School
108,2015,Continuing,Part-Time,Female,Hispanic,Hispanic,No,No,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Olney,MD,20832,Montgomery,Albert Einstein HS & MC Art Cn
109,2015,Continuing,Full-Time,Male,Hispanic,Hispanic,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),25 - 29,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
110,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),21 - 24,Foreign Country,Rockville,MD,20850,Montgomery,
111,2015,New,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Germantown,MD,20876,Montgomery,
112,2015,New,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Germantown,MD,20876,Montgomery,
113,2015,Continuing,Part-Time,Female,Unknown,White,No,No,Yes,Day Only,Nursing (AA & AAS),25 - 29,GED,Silver Spring,MD,20904,Montgomery,
114,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,Yes,Yes,Yes,Day & Evening,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20901,Montgomery,Montgomery Blair High School
115,2015,New,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Computer Gaming & Simulation (AA - All Tracks),20 or Younger,MCPS,Spencerville,MD,20868,Montgomery,James Hubert Blake High School
116,2015,Continuing,Part-Time,Female,Not Hispanic,Black,Yes,Yes,No,Day Only,Criminal Justice (AA & AAS),30 or Older,Other State,Rockville,MD,20850,Montgomery,
117,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,No Specific Time[online],General Studies (AA - All Tracks),30 or Older,MCPS,Silver Spring,MD,20905,Montgomery,Paint Branch High School
118,2015,Transfer no degree,Full-Time,Female,Not Hispanic,White,Yes,Yes,No,Day & Evening,Science (AS - All Tracks),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Thomas Sprigg Wootton High Sch
119,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,Other State,Silver Spring,MD,20902,Montgomery,
120,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),21 - 24,Other Maryland,Washington,DC,20015,Washington,
121,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,No,Yes,No,Day Only,Early Childhood Education (CT),20 or Younger,MCPS,Silver Spring,MD,20910,Montgomery,Albert Einstein HS & MC Art Cn
122,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,Yes,Day & Evening,Science (AS - All Tracks),25 - 29,Foreign Country,Chevy Chase,MD,20815,Montgomery,
123,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,Yes,No,Day Only,Cybersecurity (AAS),25 - 29,Other State,Rockville,MD,20852,Montgomery,
124,2015,Transfer no degree,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),25 - 29,Foreign Country,Larbo,MD,20774,Prince George's,
125,2015,New,Full-Time,Female,Hispanic,White,No,Yes,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,James Hubert Blake High School
126,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20905,Montgomery,James Hubert Blake High School
127,2015,HS Student,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,General Studies (AA - All Tracks),20 or Younger,Home-Schooled,Montgomery Village,MD,20886,Montgomery,
128,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,Mont.County Other,Washington,DC,20008,Washington,
129,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),30 or Older,MCPS,Hyattsville,MD,20783,Prince George's,Gaithersburg High School
130,2015,Transfer with degree,Part-Time,Male,Not Hispanic,White,No,Yes,No,Evening Only,Management of Construction (CT),30 or Older,MCPS,Silver Spring,MD,20902,Montgomery,Winston Churchill High School
131,2015,Continuing,Part-Time,Female,Unknown,White,Yes,No,Yes,Day Only,Early Childhood Education (CT),30 or Older,GED,Silver Spring,MD,20906,Montgomery,
132,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Arts & Sciences Transfer (AA - All Tracks),30 or Older,GED,Rockville,MD,20850,Montgomery,
133,2015,Continuing,Full-Time,Male,Not Hispanic,Black,Yes,Yes,No,Day Only,Computer Science & Technologies (AA - All Tracks),20 or Younger,MCPS,Montgomery Village,MD,20886,Montgomery,Gaithersburg High School
134,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,Yes,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,Other State,Washington,DC,20032,Other,
135,2015,Continuing,Full-Time,Female,Not Hispanic,Asian,No,Yes,Yes,Day Only,Science (AS - All Tracks),21 - 24,Foreign Country,Germantown,MD,20874,Montgomery,
136,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,Business / International Business (AA),20 or Younger,Other State,Washington,DC,20019,Other,
137,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,James Hubert Blake High School
138,2015,Continuing,Full-Time,Female,Not Hispanic,Black,No,No,Yes,Day Only,General Studies (AA - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,James Hubert Blake High School
139,2015,New,Full-Time,Male,Not Hispanic,White,Yes,No,No,Day & Evening,Computer Applications (CT),20 or Younger,MCPS,Gaithersburg,MD,20882,Montgomery,Damascus High School
140,2015,Continuing,Full-Time,Female,Not Hispanic,White,Yes,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
141,2015,Continuing,Part-Time,Female,Unknown,Black,Yes,Yes,Yes,Day Only,Mental Health Associate (AA & AAS),25 - 29,Other State,Rockville,MD,20853,Montgomery,
142,2015,Continuing,Full-Time,Female,Not Hispanic,Asian,No,Yes,No,Day & Evening,Engineering Science (AA & AS - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20904,Montgomery,Springbrook Sr High School
143,2015,Continuing,Part-Time,Male,Hispanic,Hispanic,Yes,No,No,Day Only,Credit (Undeclared / Undecided),20 or Younger,MCPS,Rockville,MD,20853,Montgomery,Rockville High School
