,fall_term,student_type,student_status,gender,ethnicity,race,attending_germantown,attending_rockville,attending_takoma_park_ss,attend_day_or_evening,mc_program_description,age_group,hs_category,city_in_md,state,zip,county_in_md,mcps_high_school
967,2015,New,Part-Time,Male,Hispanic,Hispanic,No,Yes,Yes,Day Only,General Studies (AA - All Tracks),21 - 24,MCPS,Silver Spring,MD,20906,Montgomery,Albert Einstein HS & MC Art Cn
968,2015,New,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
969,2015,Continuing,Part-Time,Male,Hispanic,White,Yes,Yes,No,Evening Only,Computer Gaming & Simulation (AA - All Tracks),25 - 29,MCPS,Germantown,MD,20874,Montgomery,Northwest HS - Germantown
970,2015,Continuing,Part-Time,Female,Hispanic,White,No,Yes,Yes,Day & Evening,General Studies (AA - All Tracks),21 - 24,Other State,Bethesda,MD,20814,Montgomery,
971,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,Yes,Day Only,Credit (Undeclared / Undecided),30 or Older,Foreign Country,Germantown,MD,20874,Montgomery,
972,2015,Continuing,Part-Time,Female,Not Hispanic,Native American,No,Yes,No,Day Only,General Studies (AA - All Tracks),30 or Older,Foreign Country,Silver Spring,MD,20904,Montgomery,
973,2015,Continuing,Full-Time,Female,Hispanic,Hispanic,No,Yes,No,Day & Evening,Early Childhood Education (AA & AAS),21 - 24,MCPS,Silver Spring,MD,20905,Montgomery,James Hubert Blake High School
974,2015,New,Full-Time,Female,Not Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),20 or Younger,Other Maryland,Fort Washington,MD,20744,Prince George's,
975,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,General Studies (AA - All Tracks),21 - 24,Mont.County Other,Bethesda,MD,20814,Montgomery,
976,2015,Transfer no degree,Full-Time,Female,Hispanic,Asian,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),20 or Younger,MCPS,Germantown,MD,20876,Montgomery,Seneca Valley High School
977,2015,HS Student,Part-Time,Male,Not Hispanic,White,No,No,Yes,Evening Only,Engineering Science (AA & AS - All Tracks),20 or Younger,MCPS,Silver Spring,MD,20902,Montgomery,John F. Kennedy High School
978,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Damascus,MD,20872,Montgomery,Damascus High School
979,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Damascus,MD,20872,Montgomery,Damascus High School
980,2015,Continuing,Part-Time,Male,Not Hispanic,White,Yes,No,No,Day Only,Business / International Business (AA),20 or Younger,MCPS,Damascus,MD,20872,Montgomery,Damascus High School
981,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Other State,Potomac,MD,20854,Montgomery,
982,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Other State,Potomac,MD,20854,Montgomery,
983,2015,Continuing,Part-Time,Male,Not Hispanic,White,No,Yes,No,Day Only,Credit (Undeclared / Undecided),30 or Older,Other State,Potomac,MD,20854,Montgomery,
984,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Computer Gaming & Simulation (AA - All Tracks),20 or Younger,Mont.County Other,Upper Marlboro,MD,20772,Prince George's,
985,2015,New,Part-Time,Female,Hispanic,White,No,Yes,Yes,Day & Evening,General Studies (AA - All Tracks),20 or Younger,Other State,Silver Spring,MD,20902,Montgomery,
986,2015,New,Full-Time,Male,Not Hispanic,Multi-Race,No,Yes,No,Day & Evening,Science (AS - All Tracks),20 or Younger,MCPS,Bethesda,MD,20814,Montgomery,Walter Johnson High School
987,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Evening Only,Computer Science & Technologies (AA - All Tracks),30 or Older,Other State,Silver Spring,MD,20901,Montgomery,
988,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,Day Only,Health Sciences (Pre-Clinical Studies),30 or Older,MCPS,Silver Spring,MD,20906,Montgomery,Sherwood High School
989,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Evening Only,Credit (Undeclared / Undecided),30 or Older,Other State,Bethesda,MD,20814,Montgomery,
990,2015,Continuing,Part-Time,Female,Not Hispanic,Asian,Yes,Yes,No,No Specific Time[online],Business / International Business (AA),25 - 29,MCPS,Rockville,MD,20850,Montgomery,Richard Montgomery High School
991,2015,Continuing,Part-Time,Female,Not Hispanic,White,No,Yes,No,Evening Only,General Studies (AA - All Tracks),30 or Older,Other State,North Potomac,MD,20878,Montgomery,
992,2015,Continuing,Part-Time,Male,Not Hispanic,Asian,No,No,Yes,Day Only,Arts & Sciences Transfer (AA - All Tracks),25 - 29,Other State,Gaithersburg,MD,20878,Montgomery,
993,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),30 or Older,Foreign Country,Rockville,MD,20852,Montgomery,
994,2015,Continuing,Part-Time,Female,Not Hispanic,Black,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),30 or Older,Foreign Country,Rockville,MD,20852,Montgomery,
995,2015,Continuing,Part-Time,Female,Hispanic,White,No,Yes,No,Day Only,Engineering Science (AA & AS - All Tracks),21 - 24,Other Maryland,Lanham,MD,20706,Prince George's,
996,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Mental Health Associate (AA & AAS),30 or Older,Foreign Country,Takoma Park,MD,20912,Montgomery,
997,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,No,Yes,Day Only,Mental Health Associate (AA & AAS),30 or Older,Foreign Country,Takoma Park,MD,20912,Montgomery,
998,2015,Continuing,Full-Time,Female,Not Hispanic,Multi-Race,Yes,No,No,Day Only,"Graphic Design (AA, AAS, & AFA - All Tracks)",21 - 24,MCPS,Germantown,MD,20876,Montgomery,Clarksburg High School
999,2015,Continuing,Part-Time,Male,Not Hispanic,Black,No,Yes,No,Day & Evening,General Studies (AA - All Tracks),21 - 24,Other State,Washington,DC,20009,Other,
